po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location
PO101380,2024-11-02,SUP1012,Packaging Supplier 5 (USA),MAT2026,Packaging Item 6,Packaging,460,537243.24,247131888.78,254048.49,USD,2025-01-22,2025-01-22,Delivered,Paid,Chidi Eze,Ibadan
PO101381,2025-05-19,SUP1032,Services Supplier 5 (NIG),MAT2055,Services Item 2,Services,579,60355.32,34945731.85,,NGN,2025-06-14,2025-07-05,Delivered,Overdue,Chidi Eze,Kano
PO101382,2025-03-27,SUP1025,Equipment Supplier 7 (GER),MAT2043,Equipment Item 5,Equipment,733,92673.03,67929331.01,62253.37,USD,2025-06-11,2025-07-03,Delivered,Paid,Sarah Ahmed,Kano
PO101383,2025-02-24,SUP1004,Raw Materials Supplier 5 (NIG),MAT2002,Raw Materials Item 3,Raw Materials,991,190931.57,189213181.97,,NGN,2025-05-17,2025-05-27,Delivered,Paid,John Obi,Kano
PO101384,2026-02-19,SUP1038,Services Supplier 11 (CHI),MAT2061,Services Item 8,Services,558,474950.11,265022160.65,183304.49,USD,2026-03-17,,Pending,Pending,Chidi Eze,Kano
PO101385,2025-12-16,SUP1015,Packaging Supplier 8 (NIG),MAT2022,Packaging Item 2,Packaging,486,1509.85,733785.1,,NGN,2026-02-10,,Pending,Pending,Chidi Eze,Ibadan
PO101386,2025-07-18,SUP1032,Services Supplier 5 (NIG),MAT2060,Services Item 7,Services,76,218134.07,16578189.17,,NGN,2025-10-04,2025-10-04,Delivered,Paid,Sarah Ahmed,Ibadan
PO101387,2026-02-17,SUP1017,Packaging Supplier 10 (IND),MAT2035,Packaging Item 15,Packaging,75,524782.06,39358654.82,46177.71,USD,2026-03-22,,Pending,Pending,Chidi Eze,Lagos
PO101388,2026-02-24,SUP1030,Services Supplier 3 (CHI),MAT2069,Services Item 16,Services,451,13942.83,6288214.87,4045.95,USD,2026-03-27,,Pending,Pending,Chidi Eze,Ibadan
PO101389,2025-01-07,SUP1027,Equipment Supplier 9 (IND),MAT2041,Equipment Item 3,Equipment,348,62864.04,21876685.38,15205.52,USD,2025-02-27,2025-03-20,Delivered,Pending,John Obi,Kano
PO101390,2024-04-19,SUP1019,Equipment Supplier 1 (NIG),MAT2043,Equipment Item 5,Equipment,611,71196.45,43501033.72,,NGN,2024-07-04,2024-07-03,Delivered,Paid,Chidi Eze,Lagos
PO101391,2024-11-05,SUP1009,Packaging Supplier 2 (CHI),MAT2021,Packaging Item 1,Packaging,865,416294.62,360094845.75,272897.2,USD,2024-12-03,2024-12-05,Delivered,Paid,Sarah Ahmed,Kano
PO101392,2026-02-11,SUP1029,Services Supplier 2 (NIG),MAT2054,Services Item 1,Services,834,279661.4,233237606.74,,NGN,2026-04-13,,Pending,Pending,Sarah Ahmed,Lagos
PO101393,2024-06-02,SUP1020,Equipment Supplier 2 (CHI),MAT2042,Equipment Item 4,Equipment,373,404943.88,151044068.89,131998.22,USD,2024-07-26,2024-07-26,Delivered,Pending,Sarah Ahmed,Lagos
PO101394,2024-10-14,SUP1027,Equipment Supplier 9 (IND),MAT2052,Equipment Item 14,Equipment,672,24845.61,16696248.77,15578.11,USD,2024-12-02,2024-12-30,Delivered,Paid,Chidi Eze,Lagos
PO101395,2026-01-24,SUP1024,Equipment Supplier 6 (IND),MAT2049,Equipment Item 11,Equipment,107,329300.13,35235113.53,22430.18,USD,2026-02-26,2026-02-21,Delivered,Pending,John Obi,Kano
PO101396,2025-09-23,SUP1020,Equipment Supplier 2 (CHI),MAT2052,Equipment Item 14,Equipment,889,19768.23,17573960.37,18737.28,USD,2025-11-11,2025-12-07,Delivered,Paid,Sarah Ahmed,Lagos
PO101397,2026-01-24,SUP1017,Packaging Supplier 10 (IND),MAT2035,Packaging Item 15,Packaging,624,467230.29,291551701.42,309653.21,USD,2026-02-26,,Pending,Pending,Chidi Eze,Lagos
PO101398,2025-05-25,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,647,105485.83,68249332.72,55484.02,USD,2025-07-31,2025-08-02,Delivered,Pending,Sarah Ahmed,Lagos
PO101399,2025-02-16,SUP1015,Packaging Supplier 8 (NIG),MAT2029,Packaging Item 9,Packaging,614,30570.73,18770429.77,,NGN,2025-04-29,2025-05-25,Delivered,Paid,Chidi Eze,Ibadan
PO101400,2025-06-04,SUP1032,Services Supplier 5 (NIG),MAT2070,Services Item 17,Services,812,169265.03,137443207.44,,NGN,2025-06-19,2025-06-19,Delivered,Pending,John Obi,Ibadan
PO101401,2024-07-18,SUP1017,Packaging Supplier 10 (IND),MAT2025,Packaging Item 5,Packaging,993,91597.99,90956804.37,95676.31,USD,2024-08-31,2024-09-17,Delivered,Overdue,Chidi Eze,Kano
PO101402,2025-10-22,SUP1005,Raw Materials Supplier 6 (NIG),MAT2015,Raw Materials Item 16,Raw Materials,878,74606.88,65504836.6,,NGN,2025-11-21,2025-12-06,Delivered,Overdue,Chidi Eze,Kano
PO101403,2024-09-17,SUP1025,Equipment Supplier 7 (GER),MAT2049,Equipment Item 11,Equipment,338,324556.65,109700146.4,77756.41,USD,2024-10-20,2024-10-20,Delivered,Overdue,Sarah Ahmed,Ibadan
PO101404,2024-05-19,SUP1031,Services Supplier 4 (NIG),MAT2067,Services Item 14,Services,34,104844.88,3564726.05,,NGN,2024-07-23,2024-08-17,Delivered,Pending,Sarah Ahmed,Ibadan
PO101405,2026-01-25,SUP1004,Raw Materials Supplier 5 (NIG),MAT2019,Raw Materials Item 20,Raw Materials,550,572938.76,315116319.8,,NGN,2026-03-03,,Pending,Pending,John Obi,Ibadan
PO101406,2025-10-18,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,666,282561.99,188186283.48,,NGN,2025-10-30,2025-10-30,Partial,Pending,Sarah Ahmed,Lagos
PO101407,2025-02-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2016,Raw Materials Item 17,Raw Materials,853,273304.13,233128423.49,155526.35,USD,2025-03-07,2025-04-04,Delivered,Pending,Chidi Eze,Kano
PO101408,2024-04-10,SUP1018,Packaging Supplier 11 (IND),MAT2029,Packaging Item 9,Packaging,111,29862.35,3314720.36,3494.46,USD,2024-06-21,2024-06-21,Delivered,Paid,Sarah Ahmed,Lagos
PO101409,2025-10-01,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,56,206438.56,11560559.57,11982.04,USD,2025-12-22,2026-01-04,Partial,Paid,Chidi Eze,Ibadan
PO101410,2024-08-24,SUP1031,Services Supplier 4 (NIG),MAT2066,Services Item 13,Services,856,410566.72,351445109.07,,NGN,2024-10-30,2024-11-19,Partial,Paid,Chidi Eze,Lagos
PO101411,2025-11-22,SUP1019,Equipment Supplier 1 (NIG),MAT2052,Equipment Item 14,Equipment,913,27450.61,25062407.59,,NGN,2026-01-10,2026-01-24,Delivered,Pending,Sarah Ahmed,Kano
PO101412,2024-03-06,SUP1038,Services Supplier 11 (CHI),MAT2057,Services Item 4,Services,853,218504.25,186384121.57,182288.22,USD,2024-03-18,2024-04-13,Delivered,Paid,Chidi Eze,Kano
PO101413,2025-04-04,SUP1004,Raw Materials Supplier 5 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,722,499743.81,360815033.82,,NGN,2025-04-17,2025-04-17,Delivered,Paid,Chidi Eze,Lagos
PO101414,2024-06-22,SUP1012,Packaging Supplier 5 (USA),MAT2031,Packaging Item 11,Packaging,933,393999.05,367601116.84,430849.75,USD,2024-07-29,2024-08-03,Delivered,Pending,Chidi Eze,Kano
PO101415,2026-02-05,SUP1039,Services Supplier 12 (IND),MAT2068,Services Item 15,Services,301,162808.27,49005289.32,47681.47,USD,2026-03-13,,Pending,Pending,John Obi,Ibadan
PO101416,2024-09-18,SUP1004,Raw Materials Supplier 5 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,578,513451.21,296774798.8,,NGN,2024-10-01,2024-10-01,Delivered,Paid,Sarah Ahmed,Ibadan
PO101417,2024-06-15,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,244,373760.09,91197461.02,,NGN,2024-06-28,2024-06-28,Delivered,Paid,John Obi,Ibadan
PO101418,2025-11-16,SUP1021,Equipment Supplier 3 (NIG),MAT2044,Equipment Item 6,Equipment,458,350511.43,160534236.32,,NGN,2026-02-14,2026-02-11,Delivered,Paid,John Obi,Kano
PO101419,2025-01-15,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,592,106707.14,63170625.4,68502.26,USD,2025-02-15,2025-02-26,Delivered,Pending,Sarah Ahmed,Lagos
PO101420,2025-12-15,SUP1007,Raw Materials Supplier 8 (USA),MAT2019,Raw Materials Item 20,Raw Materials,410,485489.31,199050618.42,127804.89,USD,2026-01-21,2026-01-30,Delivered,Paid,Sarah Ahmed,Kano
PO101421,2025-05-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,902,173813.4,156779684.97,106310.21,USD,2025-08-09,2025-08-22,Delivered,Paid,Chidi Eze,Ibadan
PO101422,2024-04-23,SUP1005,Raw Materials Supplier 6 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,711,310180.9,220538619.92,,NGN,2024-05-07,2024-05-03,Delivered,Paid,Chidi Eze,Ibadan
PO101423,2025-03-10,SUP1001,Raw Materials Supplier 2 (UK),MAT2012,Raw Materials Item 13,Raw Materials,156,522966.2,81582726.79,60545.87,USD,2025-03-23,2025-03-23,Partial,Paid,Sarah Ahmed,Kano
PO101424,2024-06-26,SUP1012,Packaging Supplier 5 (USA),MAT2025,Packaging Item 5,Packaging,790,85705.42,67707279.74,54126.38,USD,2024-08-09,2024-08-09,Delivered,Overdue,Chidi Eze,Kano
PO101425,2025-03-26,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,712,340733.29,242602101.67,,NGN,2025-06-13,2025-06-23,Delivered,Pending,Sarah Ahmed,Kano
PO101426,2025-06-04,SUP1029,Services Supplier 2 (NIG),MAT2057,Services Item 4,Services,951,260243.44,247491507.37,,NGN,2025-06-16,2025-07-04,Delivered,Pending,Chidi Eze,Kano
PO101427,2024-08-21,SUP1036,Services Supplier 9 (NIG),MAT2061,Services Item 8,Services,273,585669.14,159887675.56,,NGN,2024-09-16,2024-09-12,Delivered,Pending,John Obi,Lagos
PO101428,2025-06-09,SUP1037,Services Supplier 10 (NIG),MAT2063,Services Item 10,Services,737,15481.71,11410016.59,,NGN,2025-07-28,2025-08-17,Delivered,Pending,John Obi,Ibadan
PO101429,2025-05-01,SUP1039,Services Supplier 12 (IND),MAT2059,Services Item 6,Services,481,120550.22,57984654.19,50198.2,USD,2025-06-08,2025-06-26,Delivered,Overdue,John Obi,Kano
PO101430,2025-08-20,SUP1012,Packaging Supplier 5 (USA),MAT2038,Packaging Item 18,Packaging,261,148415.12,38736347.15,40656.47,USD,2025-09-05,2025-09-05,Delivered,Pending,Sarah Ahmed,Kano
PO101431,2025-04-18,SUP1025,Equipment Supplier 7 (GER),MAT2047,Equipment Item 9,Equipment,669,128988.63,86293394.92,77444.32,USD,2025-05-08,2025-06-06,Delivered,Pending,Chidi Eze,Ibadan
PO101432,2024-04-17,SUP1018,Packaging Supplier 11 (IND),MAT2031,Packaging Item 11,Packaging,232,332726.89,77192637.38,51055.37,USD,2024-05-24,2024-06-21,Delivered,Overdue,John Obi,Kano
PO101433,2024-09-23,SUP1029,Services Supplier 2 (NIG),MAT2061,Services Item 8,Services,591,543803.94,321388129.11,,NGN,2024-10-19,2024-10-19,Delivered,Paid,Chidi Eze,Ibadan
PO101434,2025-10-05,SUP1012,Packaging Supplier 5 (USA),MAT2028,Packaging Item 8,Packaging,164,296539.66,48632503.86,41394.16,USD,2025-12-15,2025-12-18,Delivered,Overdue,Sarah Ahmed,Kano
PO101435,2025-11-13,SUP1007,Raw Materials Supplier 8 (USA),MAT2001,Raw Materials Item 2,Raw Materials,702,54166.47,38024861.32,44615.08,USD,2025-12-18,2025-12-18,Delivered,Paid,Sarah Ahmed,Lagos
PO101436,2025-01-10,SUP1027,Equipment Supplier 9 (IND),MAT2053,Equipment Item 15,Equipment,217,365730.88,79363600.74,50667.37,USD,2025-02-19,2025-02-18,Delivered,Pending,Chidi Eze,Ibadan
PO101437,2025-06-25,SUP1027,Equipment Supplier 9 (IND),MAT2047,Equipment Item 9,Equipment,730,122004.23,89063090.93,85424.65,USD,2025-07-15,2025-07-20,Delivered,Paid,John Obi,Ibadan
PO101438,2024-06-25,SUP1032,Services Supplier 5 (NIG),MAT2055,Services Item 2,Services,172,60590.72,10421604.32,,NGN,2024-07-21,2024-08-02,Delivered,Paid,John Obi,Kano
PO101439,2024-07-24,SUP1037,Services Supplier 10 (NIG),MAT2054,Services Item 1,Services,109,318100.53,34672957.49,,NGN,2024-09-23,2024-09-23,Delivered,Overdue,Sarah Ahmed,Lagos
PO101440,2024-03-16,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,963,318965.46,307163739.5,,NGN,2024-06-03,2024-06-26,Delivered,Overdue,Chidi Eze,Kano
PO101441,2025-02-11,SUP1025,Equipment Supplier 7 (GER),MAT2042,Equipment Item 4,Equipment,97,529655.55,51376588.6,60081.71,USD,2025-04-06,2025-04-06,Delivered,Overdue,John Obi,Lagos
PO101442,2026-01-09,SUP1017,Packaging Supplier 10 (IND),MAT2035,Packaging Item 15,Packaging,994,515848.59,512753501.79,495950.9,USD,2026-02-11,2026-02-11,Delivered,Overdue,John Obi,Kano
PO101443,2025-10-21,SUP1031,Services Supplier 4 (NIG),MAT2063,Services Item 10,Services,183,12830.38,2347959.47,,NGN,2025-12-09,2025-12-09,Delivered,Paid,Sarah Ahmed,Ibadan
PO101444,2024-08-13,SUP1005,Raw Materials Supplier 6 (NIG),MAT2015,Raw Materials Item 16,Raw Materials,674,66679.18,44941769.65,,NGN,2024-09-12,2024-10-05,Delivered,Pending,John Obi,Ibadan
PO101445,2025-12-28,SUP1031,Services Supplier 4 (NIG),MAT2061,Services Item 8,Services,685,429521.22,294222037.85,,NGN,2026-01-23,2026-01-26,Delivered,Paid,Chidi Eze,Kano
PO101446,2024-03-15,SUP1021,Equipment Supplier 3 (NIG),MAT2047,Equipment Item 9,Equipment,399,123299.71,49196584.9,,NGN,2024-04-04,2024-04-23,Partial,Pending,Chidi Eze,Ibadan
PO101447,2025-02-02,SUP1027,Equipment Supplier 9 (IND),MAT2048,Equipment Item 10,Equipment,832,144052.12,119851360.19,75145.57,USD,2025-04-27,2025-05-13,Delivered,Pending,Chidi Eze,Ibadan
PO101448,2025-09-12,SUP1017,Packaging Supplier 10 (IND),MAT2026,Packaging Item 6,Packaging,510,466282.22,237803934.4,274396.05,USD,2025-12-02,2025-12-02,Delivered,Pending,Chidi Eze,Lagos
PO101449,2024-03-19,SUP1012,Packaging Supplier 5 (USA),MAT2031,Packaging Item 11,Packaging,835,390063.82,325703289.58,327547.77,USD,2024-04-25,2024-04-25,Delivered,Paid,John Obi,Lagos
PO101450,2024-03-05,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,764,112130.59,85667769.81,57259.67,USD,2024-03-24,2024-03-28,Delivered,Overdue,Chidi Eze,Ibadan
PO101451,2026-01-05,SUP1007,Raw Materials Supplier 8 (USA),MAT2019,Raw Materials Item 20,Raw Materials,637,435476.66,277398634.65,203473.15,USD,2026-02-11,2026-02-11,Delivered,Paid,John Obi,Lagos
PO101452,2024-05-28,SUP1004,Raw Materials Supplier 5 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,453,71096.73,32206819.14,,NGN,2024-07-02,2024-07-02,Partial,Paid,Sarah Ahmed,Ibadan
PO101453,2025-11-26,SUP1013,Packaging Supplier 6 (NIG),MAT2037,Packaging Item 17,Packaging,497,395489.76,196558408.64,,NGN,2026-01-10,2026-02-05,Delivered,Paid,Sarah Ahmed,Ibadan
PO101454,2026-01-17,SUP1005,Raw Materials Supplier 6 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,463,213975.75,99070772.04,,NGN,2026-02-02,2026-02-02,Delivered,Paid,Sarah Ahmed,Lagos
PO101455,2025-09-02,SUP1015,Packaging Supplier 8 (NIG),MAT2027,Packaging Item 7,Packaging,726,336554.31,244338427.56,,NGN,2025-09-16,2025-09-23,Delivered,Pending,John Obi,Lagos
PO101456,2025-04-04,SUP1025,Equipment Supplier 7 (GER),MAT2040,Equipment Item 2,Equipment,625,37646.9,23529313.23,17927.42,USD,2025-05-08,2025-05-08,Delivered,Pending,Chidi Eze,Lagos
PO101457,2025-08-21,SUP1004,Raw Materials Supplier 5 (NIG),MAT2008,Raw Materials Item 9,Raw Materials,680,436428.9,296771650.64,,NGN,2025-11-09,2025-11-22,Delivered,Paid,John Obi,Lagos
PO101458,2025-07-14,SUP1027,Equipment Supplier 9 (IND),MAT2048,Equipment Item 10,Equipment,934,156085.47,145783833.19,112498.26,USD,2025-10-06,2025-10-06,Delivered,Overdue,John Obi,Kano
PO101459,2026-01-15,SUP1004,Raw Materials Supplier 5 (NIG),MAT2005,Raw Materials Item 6,Raw Materials,336,37079.34,12458657.2,,NGN,2026-01-26,2026-02-13,Delivered,Paid,Chidi Eze,Ibadan
PO101460,2025-01-16,SUP1037,Services Supplier 10 (NIG),MAT2056,Services Item 3,Services,376,478683.79,179985104.15,,NGN,2025-04-07,2025-05-03,Delivered,Overdue,Sarah Ahmed,Kano
PO101461,2024-09-06,SUP1013,Packaging Supplier 6 (NIG),MAT2030,Packaging Item 10,Packaging,611,390928.63,238857390.13,,NGN,2024-09-21,2024-10-12,Delivered,Overdue,Sarah Ahmed,Ibadan
PO101462,2025-06-13,SUP1030,Services Supplier 3 (CHI),MAT2070,Services Item 17,Services,473,149841.45,70875006.64,50978.67,USD,2025-06-28,2025-06-24,Delivered,Pending,Sarah Ahmed,Kano
PO101463,2024-07-26,SUP1032,Services Supplier 5 (NIG),MAT2061,Services Item 8,Services,384,416608.96,159977841.36,,NGN,2024-08-21,2024-08-27,Delivered,Paid,John Obi,Lagos
PO101464,2024-03-12,SUP1036,Services Supplier 9 (NIG),MAT2062,Services Item 9,Services,493,393439.88,193965858.79,,NGN,2024-04-10,2024-04-06,Delivered,Paid,Sarah Ahmed,Kano
PO101465,2024-12-05,SUP1009,Packaging Supplier 2 (CHI),MAT2026,Packaging Item 6,Packaging,204,505979.98,103219916.66,74852.18,USD,2025-02-24,2025-03-01,Delivered,Paid,Sarah Ahmed,Lagos
PO101466,2024-05-03,SUP1019,Equipment Supplier 1 (NIG),MAT2045,Equipment Item 7,Equipment,732,347688.8,254508199.21,,NGN,2024-07-19,2024-07-19,Delivered,Overdue,John Obi,Ibadan
PO101467,2025-07-11,SUP1004,Raw Materials Supplier 5 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,989,121362.16,120027176.27,,NGN,2025-08-11,2025-08-11,Delivered,Overdue,Chidi Eze,Lagos
PO101468,2025-10-30,SUP1010,Packaging Supplier 3 (NIG),MAT2035,Packaging Item 15,Packaging,552,449979.8,248388847.19,,NGN,2025-12-02,2025-12-05,Delivered,Overdue,John Obi,Lagos
PO101469,2025-05-27,SUP1023,Equipment Supplier 5 (IND),MAT2048,Equipment Item 10,Equipment,437,129498.57,56590876.14,36377.37,USD,2025-08-19,2025-09-03,Delivered,Overdue,Sarah Ahmed,Kano
PO101470,2025-02-07,SUP1020,Equipment Supplier 2 (CHI),MAT2047,Equipment Item 9,Equipment,725,123020.47,89189843.85,98912.3,USD,2025-02-27,2025-03-08,Delivered,Paid,John Obi,Ibadan
PO101471,2025-09-23,SUP1030,Services Supplier 3 (CHI),MAT2059,Services Item 6,Services,921,90436.29,83291825.96,68906.36,USD,2025-10-31,2025-10-31,Delivered,Pending,John Obi,Kano
PO101472,2025-07-11,SUP1039,Services Supplier 12 (IND),MAT2067,Services Item 14,Services,627,121243.08,76019408.6,48801.86,USD,2025-09-14,2025-09-13,Delivered,Paid,Sarah Ahmed,Kano
PO101473,2024-07-20,SUP1024,Equipment Supplier 6 (IND),MAT2044,Equipment Item 6,Equipment,878,355336.1,311985094.35,264618.95,USD,2024-10-18,2024-10-18,Partial,Pending,Chidi Eze,Ibadan
PO101474,2025-09-22,SUP1009,Packaging Supplier 2 (CHI),MAT2030,Packaging Item 10,Packaging,812,408333.89,331567121.63,313975.53,USD,2025-10-07,2025-11-05,Delivered,Paid,Chidi Eze,Kano
PO101475,2024-06-27,SUP1026,Equipment Supplier 8 (NIG),MAT2043,Equipment Item 5,Equipment,761,69321.28,52753496.78,,NGN,2024-09-11,2024-10-09,Delivered,Pending,John Obi,Ibadan
PO101476,2025-05-03,SUP1006,Raw Materials Supplier 7 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,315,119016.74,37490273.19,,NGN,2025-06-03,2025-06-03,Partial,Overdue,John Obi,Ibadan
PO101477,2025-06-15,SUP1008,Packaging Supplier 1 (CHI),MAT2022,Packaging Item 2,Packaging,467,1734.83,810166.63,651.15,USD,2025-08-10,2025-08-25,Delivered,Pending,Sarah Ahmed,Ibadan
PO101478,2024-09-14,SUP1030,Services Supplier 3 (CHI),MAT2062,Services Item 9,Services,301,395688.42,119102214.89,131921.19,USD,2024-10-13,2024-10-15,Delivered,Pending,Chidi Eze,Ibadan
PO101479,2025-03-08,SUP1017,Packaging Supplier 10 (IND),MAT2026,Packaging Item 6,Packaging,332,572875.32,190194605.46,172900.53,USD,2025-05-28,2025-05-28,Delivered,Pending,Sarah Ahmed,Lagos
PO101480,2025-01-24,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,669,341024.0,228145056.97,182152.69,USD,2025-02-07,2025-03-06,Delivered,Paid,Sarah Ahmed,Lagos
PO101481,2024-05-04,SUP1010,Packaging Supplier 3 (NIG),MAT2037,Packaging Item 17,Packaging,165,299351.09,49392930.03,,NGN,2024-06-18,2024-06-18,Delivered,Paid,Sarah Ahmed,Ibadan
PO101482,2025-02-05,SUP1006,Raw Materials Supplier 7 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,432,399027.18,172379740.18,,NGN,2025-04-23,2025-04-23,Delivered,Paid,Chidi Eze,Ibadan
PO101483,2025-12-13,SUP1039,Services Supplier 12 (IND),MAT2057,Services Item 4,Services,721,196241.38,141490034.36,97025.5,USD,2025-12-25,2026-01-17,Delivered,Pending,John Obi,Lagos
PO101484,2024-04-22,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,63,447411.64,28186933.42,20758.81,USD,2024-07-08,2024-07-05,Delivered,Paid,John Obi,Lagos
PO101485,2025-07-21,SUP1025,Equipment Supplier 7 (GER),MAT2048,Equipment Item 10,Equipment,340,137222.0,46655479.85,35683.94,USD,2025-10-13,2025-11-09,Delivered,Overdue,John Obi,Kano
PO101486,2026-02-07,SUP1036,Services Supplier 9 (NIG),MAT2069,Services Item 16,Services,573,10807.26,6192558.01,,NGN,2026-03-10,,Pending,Pending,John Obi,Lagos
PO101487,2024-10-17,SUP1036,Services Supplier 9 (NIG),MAT2064,Services Item 11,Services,17,397105.03,6750785.51,,NGN,2024-11-24,2024-11-24,Delivered,Paid,Sarah Ahmed,Lagos
PO101488,2024-07-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,947,186492.67,176608557.2,136037.59,USD,2024-10-19,2024-10-19,Delivered,Overdue,John Obi,Lagos
PO101489,2025-11-08,SUP1020,Equipment Supplier 2 (CHI),MAT2044,Equipment Item 6,Equipment,352,284093.22,100000812.48,65861.83,USD,2026-02-06,2026-02-19,Delivered,Overdue,Chidi Eze,Kano
PO101490,2026-01-12,SUP1038,Services Supplier 11 (CHI),MAT2067,Services Item 14,Services,219,92565.72,20271891.6,24326.42,USD,2026-03-18,,Pending,Pending,John Obi,Kano
PO101491,2024-12-26,SUP1012,Packaging Supplier 5 (USA),MAT2026,Packaging Item 6,Packaging,917,526657.44,482944875.15,463169.18,USD,2025-03-17,2025-03-26,Delivered,Pending,John Obi,Kano
PO101492,2024-03-20,SUP1025,Equipment Supplier 7 (GER),MAT2049,Equipment Item 11,Equipment,22,336179.06,7395939.23,7828.58,USD,2024-04-22,2024-05-18,Delivered,Overdue,Chidi Eze,Ibadan
PO101493,2025-06-07,SUP1030,Services Supplier 3 (CHI),MAT2068,Services Item 15,Services,626,176120.33,110251324.49,71747.6,USD,2025-07-13,2025-07-26,Delivered,Paid,John Obi,Kano
PO101494,2024-06-13,SUP1001,Raw Materials Supplier 2 (UK),MAT2015,Raw Materials Item 16,Raw Materials,883,60823.0,53706710.8,63934.85,USD,2024-07-13,2024-07-13,Delivered,Paid,Sarah Ahmed,Ibadan
PO101495,2025-03-21,SUP1010,Packaging Supplier 3 (NIG),MAT2035,Packaging Item 15,Packaging,109,407287.04,44394287.71,,NGN,2025-04-23,2025-04-23,Delivered,Overdue,Chidi Eze,Ibadan
PO101496,2024-05-12,SUP1025,Equipment Supplier 7 (GER),MAT2043,Equipment Item 5,Equipment,437,88131.95,38513660.99,37104.58,USD,2024-07-27,2024-07-27,Delivered,Paid,Sarah Ahmed,Ibadan
PO101497,2024-09-21,SUP1005,Raw Materials Supplier 6 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,951,255825.71,243290245.98,,NGN,2024-10-07,2024-10-03,Delivered,Overdue,John Obi,Lagos
PO101498,2024-06-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2018,Raw Materials Item 19,Raw Materials,752,24323.78,18291483.21,12228.29,USD,2024-09-03,2024-10-03,Delivered,Paid,Chidi Eze,Kano
PO101499,2025-06-30,SUP1005,Raw Materials Supplier 6 (NIG),MAT2010,Raw Materials Item 11,Raw Materials,758,107725.48,81655910.52,,NGN,2025-07-19,2025-07-19,Delivered,Overdue,John Obi,Lagos
PO101500,2025-07-18,SUP1032,Services Supplier 5 (NIG),MAT2066,Services Item 13,Services,860,451971.01,388695069.11,,NGN,2025-09-23,2025-09-23,Partial,Paid,Chidi Eze,Lagos
PO101501,2024-12-08,SUP1023,Equipment Supplier 5 (IND),MAT2041,Equipment Item 3,Equipment,746,69439.77,51802065.59,35934.91,USD,2025-01-28,2025-01-28,Delivered,Paid,John Obi,Kano
PO101502,2025-05-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2003,Raw Materials Item 4,Raw Materials,675,255458.36,172434390.89,137884.68,USD,2025-06-04,2025-07-04,Delivered,Overdue,John Obi,Kano
PO101503,2024-04-13,SUP1023,Equipment Supplier 5 (IND),MAT2042,Equipment Item 4,Equipment,382,389291.61,148709396.18,135951.97,USD,2024-06-06,2024-07-05,Delivered,Pending,Chidi Eze,Kano
PO101504,2025-08-31,SUP1017,Packaging Supplier 10 (IND),MAT2032,Packaging Item 12,Packaging,338,69083.27,23350146.17,21672.07,USD,2025-11-18,2025-11-18,Delivered,Overdue,Sarah Ahmed,Ibadan
PO101505,2024-07-25,SUP1039,Services Supplier 12 (IND),MAT2062,Services Item 9,Services,701,461299.36,323370848.05,297144.0,USD,2024-08-23,2024-09-03,Delivered,Pending,Sarah Ahmed,Kano
PO101506,2025-06-16,SUP1030,Services Supplier 3 (CHI),MAT2059,Services Item 6,Services,781,112358.58,87752052.48,65278.59,USD,2025-07-24,2025-08-09,Delivered,Paid,Chidi Eze,Ibadan
PO101507,2025-08-31,SUP1018,Packaging Supplier 11 (IND),MAT2038,Packaging Item 18,Packaging,881,185283.57,163234821.3,179060.74,USD,2025-09-16,2025-09-24,Delivered,Overdue,John Obi,Ibadan
